Age,Attrition,BusinessTravel,Department,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome
34,0,Travel_Rarely,Human Resources,Human Resources,Male,2,Manufacturing Director,Married,28180
31,1,Travel_Frequently,Research & Development,Life Sciences,Female,2,Healthcare Representative,Single,25150
50,0,Travel_Frequently,Research & Development,Medical,Male,1,Manager,Single,23420
34,0,Travel_Rarely,Sales,Marketing,Female,1,Research Scientist,Married,41940
42,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Manufacturing Director,Married,106850
37,0,Travel_Rarely,Research & Development,Medical,Male,1,Research Scientist,Married,20220
29,0,Travel_Rarely,Research & Development,Medical,Female,1,Manager,Married,23140
33,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Research Scientist,Single,42560
45,0,Travel_Rarely,Sales,Life Sciences,Male,3,Laboratory Technician,Married,35800
42,0,Travel_Frequently,Human Resources,Technical Degree,Male,2,Manufacturing Director,Married,31620
40,0,Travel_Rarely,Sales,Life Sciences,Female,1,Manufacturing Director,Married,65240
33,0,Travel_Rarely,Research & Development,Medical,Female,2,Manufacturing Director,Married,28990
40,0,Travel_Rarely,Sales,Life Sciences,Male,1,Manufacturing Director,Single,52310
24,0,Travel_Rarely,Sales,Marketing,Male,1,Manufacturing Director,Divorced,23560
40,0,Non-Travel,Research & Development,Medical,Male,1,Research Scientist,Divorced,28000
45,0,Travel_Rarely,Research & Development,Medical,Female,3,Laboratory Technician,Divorced,118360
35,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Healthcare Representative,Married,109030
32,0,Travel_Rarely,Research & Development,Medical,Male,1,Sales Executive,Married,29730
36,0,Travel_Rarely,Sales,Marketing,Female,4,Research Scientist,Single,142750
48,0,Travel_Rarely,Research & Development,Medical,Male,1,Laboratory Technician,Divorced,55620
29,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Healthcare Representative,Married,45370
33,0,Travel_Rarely,Research & Development,Medical,Male,1,Healthcare Representative,Married,76420
30,1,Travel_Rarely,Research & Development,Other,Male,3,Sales Executive,Married,179240
38,0,Travel_Frequently,Sales,Marketing,Male,1,Manufacturing Director,Married,52040
35,0,Travel_Rarely,Sales,Life Sciences,Male,1,Sales Executive,Single,22770
30,0,Travel_Rarely,Research & Development,Technical Degree,Male,5,Research Director,Married,27950
35,1,Travel_Rarely,Research & Development,Medical,Female,1,Research Scientist,Divorced,25320
53,1,Travel_Rarely,Research & Development,Life Sciences,Male,2,Manager,Married,25590
38,1,Travel_Rarely,Research & Development,Medical,Female,3,Sales Executive,Married,49080
32,0,Non-Travel,Research & Development,Life Sciences,Female,5,Research Scientist,Married,23800
48,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Married,47650
34,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Executive,Single,20440
55,0,Travel_Rarely,Research & Development,Medical,Female,1,Laboratory Technician,Married,26930
34,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Married,65860
26,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Research Director,Married,32940
38,0,Travel_Rarely,Sales,Marketing,Female,1,Sales Executive,Married,41710
38,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Manufacturing Director,Single,27780
36,0,Travel_Rarely,Human Resources,Human Resources,Male,1,Research Scientist,Single,23770
29,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Representative,Single,24040
35,0,Travel_Rarely,Sales,Life Sciences,Female,2,Sales Executive,Single,23180
39,0,Travel_Rarely,Sales,Medical,Female,1,Sales Executive,Married,20080
29,0,Travel_Frequently,Research & Development,Medical,Female,1,Research Scientist,Divorced,62440
50,0,Travel_Rarely,Research & Development,Medical,Female,1,Laboratory Technician,Married,27990
23,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Manager,Married,105520
36,0,Travel_Frequently,Sales,Life Sciences,Male,2,Human Resources,Married,23290
42,0,Travel_Rarely,Research & Development,Life Sciences,Female,5,Manager,Single,40140
35,0,Travel_Rarely,Sales,Medical,Female,2,Laboratory Technician,Married,74030
34,0,Travel_Frequently,Research & Development,Life Sciences,Female,1,Manager,Married,22590
40,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Laboratory Technician,Married,69320
43,0,Travel_Rarely,Research & Development,Other,Male,1,Manager,Divorced,46780
35,0,Travel_Rarely,Sales,Marketing,Female,3,Sales Representative,Married,135820
46,0,Travel_Rarely,Research & Development,Technical Degree,Male,1,Laboratory Technician,Single,23320
28,1,Travel_Rarely,Human Resources,Medical,Female,2,Laboratory Technician,Married,24130
22,0,Non-Travel,Sales,Marketing,Male,3,Sales Executive,Married,97050
50,0,Travel_Frequently,Research & Development,Other,Male,2,Research Scientist,Married,42940
32,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Research Scientist,Married,47210
44,0,Travel_Rarely,Research & Development,Technical Degree,Male,3,Manager,Divorced,25190
30,0,Travel_Rarely,Research & Development,Medical,Female,1,Research Director,Married,21210
45,0,Travel_Rarely,Sales,Technical Degree,Female,2,Research Scientist,Single,29730
45,0,Non-Travel,Sales,Life Sciences,Male,2,Manufacturing Director,Married,58550
31,0,Travel_Frequently,Research & Development,Medical,Male,2,Research Scientist,Single,36170
36,0,Travel_Rarely,Research & Development,Medical,Male,2,Manufacturing Director,Married,67250
34,0,Travel_Frequently,Sales,Marketing,Male,5,Manufacturing Director,Divorced,103250
49,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Healthcare Representative,Married,69490
39,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Research Scientist,Married,106090
27,0,Travel_Rarely,Research & Development,Life Sciences,Male,4,Research Scientist,Divorced,44470
35,0,Travel_Rarely,Research & Development,Medical,Female,2,Sales Executive,Married,21570
28,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Manufacturing Director,Divorced,46010
21,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Laboratory Technician,Single,170990
18,1,Travel_Frequently,Research & Development,Medical,Male,1,Research Director,Single,24790
47,0,Travel_Rarely,Research & Development,Medical,Male,2,Research Scientist,Married,148520
39,0,Travel_Rarely,Sales,Life Sciences,Male,1,Laboratory Technician,Divorced,72640
40,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Laboratory Technician,Married,56660
35,0,Non-Travel,Research & Development,Medical,Female,2,Sales Executive,Married,78230
37,0,Travel_Rarely,Research & Development,Technical Degree,Male,1,Laboratory Technician,Married,78800
39,0,Travel_Frequently,Research & Development,Technical Degree,Female,2,Manager,Single,131940
45,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Laboratory Technician,Divorced,50670
38,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Sales Executive,Married,50790
35,1,Travel_Rarely,Research & Development,Life Sciences,Male,3,Healthcare Representative,Married,23210
37,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Healthcare Representative,Married,174440
40,0,Travel_Rarely,Research & Development,Technical Degree,Female,2,Healthcare Representative,Single,24040
44,0,Travel_Frequently,Sales,Marketing,Male,1,Laboratory Technician,Married,34520
48,0,Travel_Frequently,Sales,Marketing,Female,3,Manager,Married,22700
35,1,Travel_Rarely,Research & Development,Life Sciences,Male,2,Manager,Divorced,173990
24,0,Travel_Frequently,Research & Development,Life Sciences,Male,2,Research Scientist,Single,54880
27,0,Travel_Rarely,Sales,Life Sciences,Male,3,Sales Executive,Married,194190
27,0,Travel_Frequently,Research & Development,Life Sciences,Male,1,Research Scientist,Single,28110
40,1,Travel_Rarely,Sales,Marketing,Male,1,Research Director,Single,36330
29,0,Travel_Rarely,Research & Development,Medical,Female,2,Manager,Single,41630
36,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Sales Executive,Married,21320
25,0,Travel_Frequently,Sales,Marketing,Male,4,Manufacturing Director,Divorced,139730
39,0,Travel_Rarely,Sales,Marketing,Female,2,Research Director,Married,26840
49,0,Travel_Rarely,Sales,Life Sciences,Male,2,Research Director,Married,108450
50,0,Travel_Rarely,Research & Development,Medical,Male,3,Sales Executive,Divorced,43770
20,0,Travel_Rarely,Research & Development,Medical,Female,2,Sales Executive,Single,37430
34,0,Travel_Rarely,Research & Development,Medical,Male,3,Laboratory Technician,Divorced,41480
36,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Healthcare Representative,Single,10510
49,0,Travel_Rarely,Human Resources,Life Sciences,Female,2,Research Scientist,Married,107390
36,0,Non-Travel,Research & Development,Life Sciences,Male,4,Laboratory Technician,Married,103880
36,0,Travel_Rarely,Research & Development,Medical,Female,2,Healthcare Representative,Divorced,114160
54,0,Travel_Rarely,Sales,Marketing,Male,1,Laboratory Technician,Married,26000
43,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Research Scientist,Married,24220
35,1,Travel_Frequently,Research & Development,Medical,Male,1,Research Director,Single,54720
38,0,Travel_Frequently,Research & Development,Life Sciences,Male,2,Research Scientist,Married,24510
29,0,Travel_Rarely,Research & Development,Medical,Male,2,Sales Representative,Divorced,42400
33,0,Travel_Rarely,Research & Development,Medical,Male,5,Sales Executive,Divorced,109990
32,0,Travel_Rarely,Research & Development,Technical Degree,Male,5,Research Scientist,Divorced,50030
31,0,Travel_Rarely,Research & Development,Technical Degree,Female,2,Sales Executive,Married,127420
49,0,Travel_Rarely,Research & Development,Medical,Male,1,Laboratory Technician,Divorced,42270
38,0,Travel_Frequently,Sales,Medical,Female,1,Sales Executive,Single,39170
47,0,Travel_Rarely,Research & Development,Medical,Male,3,Laboratory Technician,Divorced,183030
49,0,Travel_Rarely,Research & Development,Medical,Male,2,Manufacturing Director,Single,23800
41,0,Travel_Rarely,Research & Development,Life Sciences,Female,4,Manager,Single,137260
20,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Representative,Single,47770
33,0,Non-Travel,Research & Development,Medical,Female,2,Healthcare Representative,Divorced,63850
36,0,Travel_Rarely,Research & Development,Technical Degree,Male,3,Sales Executive,Married,199730
44,0,Travel_Rarely,Research & Development,Technical Degree,Female,3,Healthcare Representative,Divorced,68610
23,1,Travel_Rarely,Human Resources,Life Sciences,Female,3,Laboratory Technician,Single,49690
38,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Married,198450
53,0,Travel_Rarely,Research & Development,Life Sciences,Male,4,Research Director,Married,133200
48,1,Travel_Frequently,Sales,Marketing,Male,1,Healthcare Representative,Married,63470
32,1,Travel_Rarely,Sales,Life Sciences,Male,2,Research Scientist,Single,27430
26,0,Non-Travel,Research & Development,Medical,Male,1,Human Resources,Single,108800
55,0,Travel_Rarely,Research & Development,Life Sciences,Male,5,Laboratory Technician,Divorced,23420
34,0,Travel_Rarely,Sales,Life Sciences,Female,2,Research Scientist,Married,176500
60,0,Travel_Rarely,Sales,Medical,Male,1,Manager,Divorced,40250
33,0,Travel_Rarely,Sales,Life Sciences,Male,3,Manager,Married,97250
37,0,Travel_Frequently,Research & Development,Life Sciences,Male,1,Laboratory Technician,Divorced,119040
34,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Healthcare Representative,Married,21770
23,1,Travel_Rarely,Research & Development,Medical,Male,2,Research Scientist,Divorced,75250
44,0,Travel_Rarely,Human Resources,Life Sciences,Male,1,Research Scientist,Married,48340
35,0,Travel_Frequently,Research & Development,Life Sciences,Male,3,Sales Executive,Single,20420
43,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Executive,Married,22200
24,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Sales Executive,Married,10520
41,0,Travel_Rarely,Sales,Marketing,Male,1,Research Scientist,Single,28210
29,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Married,192370
36,0,Travel_Rarely,Human Resources,Life Sciences,Female,3,Research Scientist,Single,41070
45,0,Non-Travel,Sales,Life Sciences,Female,2,Manufacturing Director,Married,83960
24,1,Travel_Rarely,Sales,Medical,Female,2,Manager,Married,20070
47,1,Travel_Frequently,Research & Development,Medical,Female,2,Sales Executive,Married,196270
26,0,Travel_Rarely,Research & Development,Medical,Male,1,Sales Executive,Married,106860
45,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Research Director,Single,29420
32,0,Travel_Frequently,Sales,Marketing,Male,2,Laboratory Technician,Married,88580
31,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Married,167560
41,0,Non-Travel,Sales,Medical,Male,2,Research Scientist,Married,107980
40,0,Travel_Rarely,Research & Development,Technical Degree,Male,1,Healthcare Representative,Married,23230
24,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Research Scientist,Divorced,14160
46,0,Travel_Rarely,Research & Development,Medical,Male,4,Sales Executive,Single,46150
35,0,Travel_Rarely,Sales,Life Sciences,Male,1,Laboratory Technician,Married,24610
30,0,Travel_Rarely,Sales,Marketing,Male,1,Laboratory Technician,Married,87220
47,0,Non-Travel,Research & Development,Life Sciences,Female,2,Sales Executive,Married,39550
46,0,Travel_Rarely,Research & Development,Technical Degree,Female,3,Sales Executive,Divorced,99570
36,1,Travel_Rarely,Research & Development,Medical,Male,2,Manufacturing Director,Divorced,33760
32,1,Travel_Rarely,Research & Development,Medical,Female,2,Research Director,Single,88230
23,0,Travel_Rarely,Sales,Life Sciences,Male,3,Manufacturing Director,Single,103220
31,0,Travel_Frequently,Sales,Marketing,Male,2,Sales Executive,Single,46210
39,0,Non-Travel,Research & Development,Life Sciences,Female,2,Manufacturing Director,Married,109760
32,0,Travel_Rarely,Research & Development,Technical Degree,Male,1,Research Scientist,Married,36600
40,0,Travel_Rarely,Sales,Life Sciences,Male,3,Manufacturing Director,Single,104820
45,0,Travel_Rarely,Research & Development,Medical,Male,1,Sales Representative,Married,71190
30,0,Travel_Frequently,Sales,Life Sciences,Male,1,Research Director,Single,95820
24,0,Travel_Frequently,Sales,Marketing,Male,1,Sales Executive,Married,45080
30,1,Travel_Frequently,Research & Development,Life Sciences,Female,1,Human Resources,Divorced,22070
31,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Laboratory Technician,Married,77560
27,0,Travel_Rarely,Sales,Life Sciences,Male,1,Manager,Single,66940
29,1,Travel_Rarely,Sales,Marketing,Male,5,Research Scientist,Single,36910
29,0,Travel_Frequently,Research & Development,Life Sciences,Female,1,Sales Executive,Single,23770
30,0,Travel_Rarely,Sales,Life Sciences,Male,3,Sales Executive,Divorced,23130
34,0,Travel_Rarely,Research & Development,Medical,Female,2,Healthcare Representative,Married,176650
33,0,Non-Travel,Research & Development,Medical,Male,1,Sales Representative,Single,25960
